"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20201001 ~ 20210930"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 전라북도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"전라북도 군산시 나운동","803-2","0803","0002","동원주택","44.73","39.9","202103","22","2,700","2","1987","상나운로 9",""
"전라북도 군산시 나운동","803-2","0803","0002","동원주택","39.33","35.53","202103","24","2,400","1","1987","상나운로 9",""
"전라북도 군산시 나운동","803-2","0803","0002","동원주택","39.33","35.53","202103","27","1,800","2","1987","상나운로 9",""
"전라북도 군산시 나운동","803-2","0803","0002","동원주택","44.73","39.9","202104","5","2,300","3","1987","상나운로 9",""
"전라북도 군산시 나운동","803-2","0803","0002","동원주택","44.73","39.9","202106","29","2,000","3","1987","상나운로 9",""
"전라북도 군산시 나운동","803-2","0803","0002","동원주택","39.33","35.53","202107","4","1,800","2","1987","상나운로 9",""
"전라북도 군산시 나운동","803-2","0803","0002","동원주택","39.33","35.53","202107","26","1,800","3","1987","상나운로 9",""
"전라북도 군산시 나운동","803-2","0803","0002","동원주택","39.33","35.53","202107","26","1,550","3","1987","상나운로 9",""
"전라북도 군산시 나운동","770-18","0770","0018","로얄맨션3차","76.62","55.48","202012","21","5,000","3","1991","상신2길 15-5",""
"전라북도 군산시 나운동","759-8","0759","0008","로얄맨션4차(가동)","57.96","37.8","202104","1","3,000","1","1991","상신2길 10-6",""
"전라북도 군산시 나운동","759-8","0759","0008","로얄맨션4차(가동)","57.96","37.8","202106","28","4,800","1","1991","상신2길 10-6",""
"전라북도 군산시 나운동","777-1","0777","0001","로얄맨션6차(가동)","58.105","38.59","202012","4","3,000","4","1992","신설로 41-1",""
"전라북도 군산시 나운동","777-1","0777","0001","로얄맨션6차(가동)","62.55","41.54","202012","29","3,500","3","1992","신설로 41-1",""
"전라북도 군산시 나운동","777-1","0777","0001","로얄맨션6차(가동)","62.55","41.54","202106","16","4,200","3","1992","신설로 41-1",""
"전라북도 군산시 나운동","772-7","0772","0007","사랑담은빌","64.12","41.6","202109","23","7,000","5","2013","나운우회로 113",""
"전라북도 군산시 나운동","774-3","0774","0003","삼성타운","50.92","44","202104","12","7,000","4","2015","나운우회로 121",""
"전라북도 군산시 나운동","817-2","0817","0002","서나운주택","48.69","61.32","202012","28","2,500","1","1986","나운로 50",""
