"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20201001 ~ 20210930"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 세종특별자치시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","건축년도","도로명","해제사유발생일"
"세종특별자치시 연동면 노송리","2*","단독","8m미만","191.78","1786","202106","3","103,000","2014","노송웅골길",""
"세종특별자치시 연동면 명학리","2**","단독","8m미만","69.19","439","202105","31","18,600","2017","태산로",""
"세종특별자치시 연동면 문주리","1**","단독","8m미만","72.5","333","202011","30","20,716","1998","문주길",""
"세종특별자치시 연동면 문주리","1**","단독","8m미만","49.59","726","202012","2","70,276","1911","문주길",""
"세종특별자치시 연동면 송용리","2**","단독","8m미만","82.71","228","202010","20","15,700","1990","송용1길",""
"세종특별자치시 연동면 송용리","*","단독","8m미만","62.82","628","202107","22","22,800","2000","송용1길",""
"세종특별자치시 연동면 송용리","1**","단독","8m미만","92.6","704","202101","10","30,000","1986","청연로",""
"세종특별자치시 연동면 응암리","3**","단독","8m미만","59.5","301","202108","29","22,300","1915","매바위길",""
"세종특별자치시 연동면 응암리","3*","단독","8m미만","85.8","436","202104","19","19,500","2004","높은정이길",""
"세종특별자치시 연동면 응암리","4**","단독","8m미만","135.5","660","202011","13","15,000","1990","매바위길",""
"세종특별자치시 연동면 합강리","5**","단독","8m미만","100.08","799","202109","5","73,000","2016","태산로",""
"세종특별자치시 연서면 고복리","4**","단독","8m미만","112.32","332","202109","9","12,897","1996","도신고복로",""
"세종특별자치시 연서면 고복리","4**","단독","8m미만","138.96","860","202010","15","82,400","2017","복골길",""
"세종특별자치시 연서면 국촌리","4*","단독","8m미만","103.83","305","202107","10","13,500","1965","국촌1길",""
"세종특별자치시 연서면 기룡리","6**","단독","8m미만","45.95","217","202012","18","4,000","1945","신림길",""
"세종특별자치시 연서면 기룡리","4**","단독","8m미만","56","330","202106","11","10,000","2000","은동길",""
"세종특별자치시 연서면 기룡리","6**","단독","8m미만","54.22","374","202011","2","10,000","1960","신림길",""
"세종특별자치시 연서면 기룡리","2**","단독","8m미만","97.19","523","202108","25","8,200","1960","동산길",""
"세종특별자치시 연서면 봉암리","5**","다가구","8m미만","329.44","330","202106","30","59,900","2013","봉암길",""
"세종특별자치시 연서면 봉암리","2**","다가구","8m미만","476.78","330","202104","24","64,000","2014","봉암길","20210524"
"세종특별자치시 연서면 봉암리","2**","다가구","8m미만","540.26","363","202101","5","90,000","2014","봉암길",""
"세종특별자치시 연서면 봉암리","5**","다가구","8m미만","375.64","393","202105","24","59,000","2012","봉암길","20210716"
"세종특별자치시 연서면 봉암리","6**","다가구","12m미만","335.77","397","202109","15","128,000","2014","당산로",""
"세종특별자치시 연서면 봉암리","5*","다가구","8m미만","434.7","436","202105","20","73,800","2013","당산로",""
"세종특별자치시 연서면 봉암리","5*","다가구","8m미만","518.8","520","202105","5","84,300","2013","당산로",""
"세종특별자치시 연서면 봉암리","6**","다가구","8m미만","519.84","520","202104","30","79,500","2013","봉암새동네길",""
"세종특별자치시 연서면 봉암리","2**","단독","8m미만","43.59","90","202102","25","10,800","1983","봉암길",""
"세종특별자치시 연서면 봉암리","2**","단독","12m미만","371.88","132","202102","11","52,200","1900","당산로","20210317"
"세종특별자치시 연서면 봉암리","6**","단독","8m미만","74.1","140","202102","4","15,000","1980","봉암새동네길",""
"세종특별자치시 연서면 봉암리","6**","단독","8m미만","67.5","146","202012","4","12,500","1980","봉암새동네길",""
"세종특별자치시 연서면 봉암리","6**","단독","8m미만","74.1","186","202106","15","24,700","1980","봉암새동네길",""
"세종특별자치시 연서면 봉암리","6**","단독","8m미만","72.2","244","202010","29","20,000","1988","봉암새동네길",""
"세종특별자치시 연서면 봉암리","2**","단독","8m미만","75.81","267","202102","26","30,000","1984","봉암길",""
"세종특별자치시 연서면 봉암리","6**","단독","8m미만","117.79","332","202103","22","17,500","1983","당산로",""
"세종특별자치시 연서면 봉암리","6**","단독","8m미만","117.79","332","202012","24","17,500","1983","당산로","20210316"
"세종특별자치시 연서면 봉암리","2**","단독","12m미만","480.27","494","202108","10","75,000","1983","당산로",""
"세종특별자치시 연서면 부동리","9*","단독","8m미만","49.59","645","202101","26","13,000","1977","가마골길",""
"세종특별자치시 연서면 성제리","1**","단독","8m미만","60.79","196","202011","3","13,800","1990","성제길",""
"세종특별자치시 연서면 성제리","3**","단독","8m미만","75.3","410","202102","15","28,060","1980","대첩로",""
"세종특별자치시 연서면 성제리","3**","단독","8m미만","75.3","410","202102","15","28,720","1980","대첩로","20210429"
"세종특별자치시 연서면 성제리","3**","단독","8m미만","75.3","421","202102","15","28,800","1980","대첩로","20210428"
"세종특별자치시 연서면 신대리","5**","단독","8m미만","72.09","373","202011","1","22,000","2013","송적골길",""
"세종특별자치시 연서면 쌍류리","9*","단독","8m미만","116.64","285","202011","19","10,800","1997","생천길",""
"세종특별자치시 연서면 쌍류리","4**","단독","8m미만","47.93","476","202105","30","13,000","1945","벌말길","20210830"
"세종특별자치시 연서면 쌍전리","4**","단독","8m미만","70.53","370","202106","7","39,200","2004","쌍전길","20210614"
"세종특별자치시 연서면 쌍전리","4**","단독","8m미만","70.53","370","202105","30","39,200","2004","쌍전길",""
"세종특별자치시 연서면 쌍전리","4**","단독","8m미만","70.53","370","202105","30","39,200","2004","쌍전길","20210614"
"세종특별자치시 연서면 쌍전리","4**","단독","8m미만","66","820","202107","15","53,900","2014","쌍전길",""
"세종특별자치시 연서면 와촌리","1**","단독","8m미만","48","443","202101","20","37,500","2018","대실1길",""
"세종특별자치시 연서면 와촌리","1***","단독","8m미만","91.48","761","202106","8","35,000","1993","null",""
"세종특별자치시 연서면 월하리","6**","단독","8m미만","79.43","283","202011","28","22,000","1980","월하2길",""
"세종특별자치시 연서면 월하리","6**","단독","-","79.43","283","202011","28","22,000","2020","null","20210121"
"세종특별자치시 연서면 월하리","8**","단독","8m미만","104.35","462","202106","1","50,000","1986","도원로",""
"세종특별자치시 연서면 월하리","6**","단독","8m미만","187.25","490","202012","3","33,000","1995","월하1길",""
"세종특별자치시 연서면 월하리","8**","단독","8m미만","212.91","496","202010","16","35,000","2009","작은창고개길",""
"세종특별자치시 연서면 월하리","8**","단독","8m미만","66.78","598","202102","17","33,000","1978","작은창고개길",""
"세종특별자치시 연서면 청라리","1**","단독","8m미만","58.4","268","202101","20","8,700","2004","양대길",""
"세종특별자치시 연서면 청라리","4**","단독","8m미만","105.78","657.4","202012","5","22,000","1968","청라1길",""
"세종특별자치시 연서면 청라리","4**","단독","12m미만","75.2","719","202012","21","44,500","1997","헌터길",""
"세종특별자치시 장군면 금암리","2**","다가구","8m미만","498.06","472.7","202107","20","93,832","2013","대학길",""
"세종특별자치시 장군면 금암리","3**","단독","8m미만","180.21","277","202102","7","39,000","2011","전원마을2길","20210430"
"세종특별자치시 장군면 금암리","3**","단독","8m미만","180.21","277","202104","30","39,000","2011","전원마을2길",""
"세종특별자치시 장군면 금암리","2**","단독","8m미만","190.6","486","202011","6","44,000","2004","전원마을2길",""
"세종특별자치시 장군면 금암리","4**","단독","8m미만","193.74","918","202101","31","55,530","2005","null","20210308"
"세종특별자치시 장군면 대교리","5**","다가구","8m미만","539.11","540","202108","11","118,200","2013","대교길",""
"세종특별자치시 장군면 대교리","1**","단독","8m미만","71.56","300","202104","6","18,600","1980","대교길",""
"세종특별자치시 장군면 대교리","5**","단독","8m미만","57.28","353","202103","24","37,000","2003","대교길",""
"세종특별자치시 장군면 대교리","1**","단독","8m미만","80.56","401","202010","20","29,000","1980","대교길",""
"세종특별자치시 장군면 대교리","4**","단독","8m미만","86.25","520","202012","15","19,000","2000","대교아랫말길",""
"세종특별자치시 장군면 대교리","3**","단독","8m미만","154.97","542","202011","18","33,500","2018","해누리길",""
"세종특별자치시 장군면 대교리","3**","단독","8m미만","97.25","587","202106","30","39,000","2000","밤실길",""
"세종특별자치시 장군면 대교리","1**","단독","12m미만","97.74","624","202012","1","90,000","1998","대교길",""
"세종특별자치시 장군면 대교리","3**","단독","-","97.25","648","202101","9","44,100","2008","null",""
"세종특별자치시 장군면 대교리","5**","단독","12m미만","155.04","660","202109","8","57,000","1999","평기길",""
"세종특별자치시 장군면 대교리","7*","단독","8m미만","81.05","703","202104","1","28,922","2016","국사봉길",""
"세종특별자치시 장군면 대교리","3**","단독","8m미만","178.94","787","202104","17","76,526","2020","밤실길",""
"세종특별자치시 장군면 도계리","1**","다가구","12m미만","275.9","288","202106","26","59,600","2013","장척로",""
"세종특별자치시 장군면 도계리","4*","다가구","8m미만","500.25","504","202012","12","72,850","2013","장기초교길",""
"세종특별자치시 장군면 도계리","2**","단독","8m미만","79.33","167","202012","1","10,000","1960","안동네길",""
"세종특별자치시 장군면 도계리","1**","단독","12m미만","32.55","307","202105","9","73,000","1926","장척로",""
"세종특별자치시 장군면 도계리","1**","단독","8m미만","36.36","334","202012","9","50,500","1947","장척로",""
"세종특별자치시 장군면 도계리","2**","단독","8m미만","76","403","202106","9","30,000","1978","안동네길",""
"세종특별자치시 장군면 도계리","2**","단독","8m미만","76","403","202010","13","29,700","1978","안동네길",""
"세종특별자치시 장군면 도계리","2**","단독","8m미만","199.84","500","202108","11","58,900","2017","파인빌리지길",""
"세종특별자치시 장군면 도계리","2**","단독","8m미만","179.68","521","202108","7","57,000","2019","파인빌리지길",""
"세종특별자치시 장군면 도계리","2**","단독","-","235.71","950","202010","7","150,000","1990","null","20201020"
"세종특별자치시 장군면 도계리","2**","단독","8m미만","235.71","950","202012","29","47,100","1990","안동네길",""
"세종특별자치시 장군면 봉안리","2**","다가구","8m미만","398.69","415","202105","17","78,100","2017","봉안산소골길",""
"세종특별자치시 장군면 봉안리","2**","단독","8m미만","122.19","312","202105","10","39,420","2000","봉안고개길","20210821"
"세종특별자치시 장군면 봉안리","2**","단독","8m미만","122.19","312","202108","26","46,200","2000","봉안고개길",""
"세종특별자치시 장군면 봉안리","2**","단독","8m미만","83.68","396","202103","20","25,000","1991","봉안고개길",""
"세종특별자치시 장군면 봉안리","2**","단독","8m미만","99.72","561","202101","18","110,310","1992","장척로",""
"세종특별자치시 장군면 봉안리","4**","단독","8m미만","177.84","573","202012","9","73,217","2017","장척로",""
"세종특별자치시 장군면 봉안리","4**","단독","8m미만","164.46","672","202101","9","79,500","2018","장척로",""
"세종특별자치시 장군면 봉안리","4**","단독","8m미만","164.46","672","202101","9","79,500","2018","장척로","20210426"
"세종특별자치시 장군면 봉안리","4**","단독","8m미만","204.56","967","202101","18","59,600","2012","안기강산길",""
"세종특별자치시 장군면 봉안리","4**","단독","8m미만","81.42","980","202108","26","62,600","2015","안기강산길",""
"세종특별자치시 장군면 송문리","6*","단독","8m미만","199.78","466","202012","10","22,000","2005","문성1길","20201216"
"세종특별자치시 장군면 송문리","6*","단독","8m미만","96.7","665","202011","25","36,000","2011","초당바위길",""
"세종특별자치시 장군면 송문리","3**","단독","8m미만","57.39","790","202107","16","35,700","2000","송문송정길",""
"세종특별자치시 장군면 송문리","7*","단독","8m미만","100.17","889","202104","24","74,500","1995","문성1길","20210527"
"세종특별자치시 장군면 송문리","7*","단독","8m미만","100.17","889","202104","24","74,500","1995","문성1길",""
"세종특별자치시 장군면 송문리","4**","단독","8m미만","97.47","1267","202104","20","41,000","2015","송문송정길",""
"세종특별자치시 장군면 송학리","4**","단독","8m미만","105.44","618","202102","4","33,000","2010","몸티길","20210308"
"세종특별자치시 장군면 송학리","4**","단독","8m미만","105.44","618","202102","4","33,000","2010","몸티길","20210527"
