"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20201001 ~ 20210930"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 세종특별자치시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"세종특별자치시 부강면 부강리","457-10","0457","0010","TrueLight-B","47.6678","43.33","202103","18","21,321","4","2020","오대길 27",""
"세종특별자치시 부강면 부강리","490","0490","0000","부강경남빌라","59.96","42.02","202102","22","6,000","2","1994","부강로 5",""
"세종특별자치시 부강면 부강리","490","0490","0000","부강경남빌라","59.97","42.03","202104","3","5,400","5","1994","부강로 5",""
"세종특별자치시 부강면 부강리","490","0490","0000","부강경남빌라","59.97","42.03","202106","4","4,700","5","1994","부강로 5",""
"세종특별자치시 부강면 부강리","990-8","0990","0008","상당2동","48.57","40.5","202109","12","5,200","1","1990","부강신대길 38",""
"세종특별자치시 부강면 부강리","1008-1","1008","0001","송정빌라","22.42","19.44","202010","28","1,600","1","2001","부강신대길 33-1",""
"세종특별자치시 부강면 부강리","1008-7","1008","0007","송정빌라(A)","106.03","75.96","202103","22","14,000","2","2001","부강신대길 33-1",""
"세종특별자치시 부강면 부강리","1008-7","1008","0007","송정빌라(A)","110.33","79.04","202104","30","13,200","4","2001","부강신대길 33-1",""
"세종특별자치시 부강면 부강리","988-10","0988","0010","안흥3동","49.21","36.87","202106","28","6,500","4","1991","부강신대길 42",""
"세종특별자치시 부강면 부강리","988-9","0988","0009","안흥4동","49.21","38.75","202010","8","4,400","4","1991","부강신대길 42",""
"세종특별자치시 부강면 부강리","988-9","0988","0009","안흥4동","49.21","38.75","202012","9","4,500","4","1991","부강신대길 42",""
"세종특별자치시 부강면 부강리","988-5","0988","0005","안흥7동","50.14","42.75","202011","9","3,600","2","1991","부강신대길 42",""
"세종특별자치시 부강면 부강리","988-4","0988","0004","안흥8동","49.34","29.5","202106","24","4,850","3","1991","부강신대길 42",""
"세종특별자치시 부강면 부강리","962-7","0962","0007","주연A동","58.83","45.19","202104","15","4,200","3","1991","부강3길 3-12",""
"세종특별자치시 부강면 부강리","962-5","0962","0005","주연B동","63.47","43.75","202012","8","6,800","1","1991","부강3길 3-12",""
"세종특별자치시 부강면 부강리","962-5","0962","0005","주연B동","63.47","43.75","202102","3","6,000","4","1991","부강3길 3-12",""
"세종특별자치시 부강면 부강리","401-180","0401","0180","주연빌라","44.93","38.47","202106","15","4,300","3","1991","청연로 99-2",""
"세종특별자치시 소담동","572","0572","0000","아이콤스타시티타워","21.492","6.75","202106","20","11,400","8","2018","소담로 93",""
"세종특별자치시 소담동","572","0572","0000","아이콤스타시티타워","28.8488","9.06","202107","15","13,500","7","2018","소담로 93",""
