x,y,ID,NAME,CATE,type,lat,lng
511347,1129791,9166006,성동구립용답도서관 문헌정보실,도서관,도서관,37.566773508808886,127.05137489883684
516227,1124173,1978732826,알스터디,도서관,도서관,37.546514628280775,127.07344979217623
516240,1124208,896878798,커피랑도서관 세종대점,커피랑도서관,도서관,37.54664073142062,127.07350875911484
514296,1121743,12691874,드림하우스,"고시원,고시텔",도서관,37.537762030262776,127.06470176260854
518582,1121374,1929597993,만화방도서관,"서비스,산업",도서관,37.53641993390533,127.08409810854002
511331,1129771,26331141,성동구립 용답도서관 개방화장실,화장실,도서관,37.56670146066588,127.05130240751753
516330,1122969,792735957,CU 건대상허도서관점,CU,도서관,37.542175128142496,127.07391172633582
516293,1122905,1554045741,신한은행 365코너 건대도서관,ATM,도서관,37.5419445771129,127.07374403241808
516856,1123154,13126687,건국대학교 상허기념도서관지하식당,구내식당,도서관,37.54284035314249,127.07629314897208
524435,1125445,10136159,광진정보도서관,도서관,도서관,37.55106994643944,127.11060915357623
527755,1123495,17125014,강동구립해공도서관,도서관,도서관,37.54402713790879,127.12562586840052
520320,1121815,26325483,구의제3동도서관,작은도서관,도서관,37.53800343315557,127.09196586320584
520871,1126222,2059084930,아차산아래작은도서관놀자,작은도서관,도서관,37.55388425524141,127.0944796624963
519746,1126324,1689821822,운룡도서관,작은도서관,도서관,37.554255827120016,127.08938741321776
520775,1126233,126686386,사람아이앤지작은도서관,작은도서관,도서관,37.55392424603071,127.09404513628084
519451,1123578,21811886,푸른꿈도서관,작은도서관,도서관,37.54436027381083,127.0880403494336
519294,1129347,1766241540,샘터작은도서관,작은도서관,도서관,37.56515220137288,127.08735399226126
520060,1127081,2132679812,중곡교회작은도서관,작은도서관,도서관,37.55698295982669,127.09081215682966
525662,1121348,10870835,바람드리작은도서관,작은도서관,도서관,37.53629906439326,127.11614045824656
528591,1125632,1569324892,암사종합시장문고,작은도서관,도서관,37.5517247697786,127.1294231139528
527586,1125361,10944557,한국점자도서관,도서관,도서관,37.55075298882677,127.1248721528232
519961,1121316,21811877,카로스도서관,작은도서관,도서관,37.53620629265389,127.0903389049308
521570,1125368,1817210670,아름드리작은도서관,작은도서관,도서관,37.550803875793214,127.09763990367838
519346,1127362,1975311631,이룸도서관,작은도서관,도서관,37.557998121463214,127.08758104852622
526169,1122426,55315362,마중물작은도서관,작은도서관,도서관,37.54018189035295,127.11844116704373
520838,1122132,379426717,예드림작은도서관,작은도서관,도서관,37.53914405087231,127.09431170461174
528628,1120279,21811827,안말작은도서관,작은도서관,도서관,37.53243243016981,127.12955721449345
519864,1124381,26325433,구의2동새마을작은도서관,작은도서관,도서관,37.547252870886695,127.0899131699352
526972,1121842,2061922173,바람드리작은도서관,작은도서관,도서관,37.538073457663366,127.12207211470532
519519,1128502,2085582814,하람도서관,작은도서관,도서관,37.56210607907011,127.08836908616408
522443,1123547,1711645176,광장현대파크빌도서관,작은도서관,도서관,37.544237676557046,127.10158275974104
528114,1125625,263226775,해오름작은도서관,작은도서관,도서관,37.55170188887852,127.12726383616912
519788,1122768,704634915,더바움문화예술작은도서관,작은도서관,도서관,37.54143989168878,127.08956220632096
519753,1127667,21811874,중곡4동새마을작은도서관,작은도서관,도서관,37.55909595555708,127.08942488504204
522781,1124273,21811891,광장동새마을작은도서관,작은도서관,도서관,37.54685284788024,127.10311623589357
523338,1124484,38461100,사하라작은도서관,작은도서관,도서관,37.547611061067215,127.10563851770075
527682,1120709,2125434638,희망샘작은도서관,작은도서관,도서관,37.53398676724535,127.12527865355496
